,ConversationId,ConversationInitiated,ConversationDate,ConversationEndedBy,Id,Initiated,Event,Text,ParticipantId,ParticipantRole,QueueDuration,Duration,Abandoned,VisitorWait,AnyText
70676,5d56244a1c82462d67d5083d,1565926474500,2019-08-16 03:34:34,SYSTEM,5d5628d81c82462d67d571d9,2019-08-16 03:54:00,,Are you aware that many of the girls who get involved in prostitution are minors?,EKVnTGMw5aagaU,Agent,,43200446.0,True,,Are you aware that many of the girls who get involved in prostitution are minors?
70686,5d5624781c82462d67d50b14,1565926520113,2019-08-16 03:35:20,SYSTEM,5d56259a1c82462d67d52281,2019-08-16 03:40:10,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",DQVCTWMS5aaaaN,Agent,,4402894.0,True,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
70687,5d5624781c82462d67d50b14,1565926520113,2019-08-16 03:35:20,SYSTEM,5d5636cd1c82462d67d6e50c,2019-08-16 04:53:33,,Are you aware that buying sex is illegal?,DQVCTWMS5aaaaN,Agent,,43200978.0,True,,Are you aware that buying sex is illegal?
70712,5d5624cd1c82462d67d510d9,1565926605185,2019-08-16 03:36:45,SYSTEM,5d5631681c82462d67d6582e,2019-08-16 04:30:32,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",EKVnTGMw5aagaU,Agent,,351360.0,True,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
70722,5d56259b1c82462d67d52282,1565926811017,2019-08-16 03:40:11,SYSTEM,5d5636d91c82462d67d6e7a5,2019-08-16 04:53:45,,Are you aware that many of the girls who get involved in prostitution are minors?,DQVCTWMS5aaaaN,Agent,,43211456.0,True,,Are you aware that many of the girls who get involved in prostitution are minors?
70732,5d56262b1c82462d67d52b70,1565926955765,2019-08-16 03:42:35,SYSTEM,5d562afa1c82462d67d59f65,2019-08-16 04:03:06,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",DQVCTWMS5aaaaN,Agent,,18278.0,True,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
70738,5d56262b1c82462d67d52b70,1565926955765,2019-08-16 03:42:35,SYSTEM,5d5635b71c82462d67d6b944,2019-08-16 04:48:55,,May I text you information on where to get anonymous help?,DQVCTWMS5aaaaN,Agent,,43204246.0,True,,May I text you information on where to get anonymous help?
70752,5d56288a1c82462d67d56836,1565927562521,2019-08-16 03:52:42,SYSTEM,5d562d9d1c82462d67d5f504,2019-08-16 04:14:21,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",vquMTGMU5aaUaY,Agent,,139053.0,True,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
70770,5d56289c1c82462d67d5694a,1565927580356,2019-08-16 03:53:00,SYSTEM,5d562aea1c82462d67d59bf0,2019-08-16 04:02:50,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",DQVCTWMS5aaaaN,Agent,,109907.0,True,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
70774,5d56289c1c82462d67d5694a,1565927580356,2019-08-16 03:53:00,SYSTEM,5d562d451c82462d67d5eca2,2019-08-16 04:12:53,,May I text you information on where to get anonymous help?,DQVCTWMS5aaaaN,Agent,,364577.0,True,,May I text you information on where to get anonymous help?
70788,5d5628b51c82462d67d56e9a,1565927605098,2019-08-16 03:53:25,SYSTEM,5d562adc1c82462d67d5999d,2019-08-16 04:02:36,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",DQVCTWMS5aaaaN,Agent,,43214000.0,True,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
70831,5d562aee1c82462d67d59d19,1565928174874,2019-08-16 04:02:54,SYSTEM,5d5631e81c82462d67d660a5,2019-08-16 04:32:40,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",EKVnTGMw5aagaU,Agent,,43223949.0,True,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
70848,5d562d0b1c82462d67d5e445,1565928715393,2019-08-16 04:11:55,SYSTEM,5d5635191c82462d67d6a9f8,2019-08-16 04:46:17,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",vquMTGMU5aaUaY,Agent,,92648.0,True,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
70859,5d562de31c82462d67d5fc35,1565928931721,2019-08-16 04:15:31,SYSTEM,5d5630d81c82462d67d64aec,2019-08-16 04:28:08,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",EKVnTGMw5aagaU,Agent,,43207923.0,True,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
70888,5d5633071c82462d67d6756e,1565930247953,2019-08-16 04:37:27,SYSTEM,5d5633b61c82462d67d68963,2019-08-16 04:40:22,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",EKVnTGMw5aagaU,Agent,,661171.0,True,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
70900,5d5633171c82462d67d676a9,1565930263855,2019-08-16 04:37:43,SYSTEM,5d5634611c82462d67d695e3,2019-08-16 04:43:13,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",EKVnTGMw5aagaU,Agent,,43202988.0,True,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
70905,5d5633381c82462d67d67924,1565930296196,2019-08-16 04:38:16,SYSTEM,5d5633ac1c82462d67d68824,2019-08-16 04:40:12,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",EKVnTGMw5aagaU,Agent,,98271.0,True,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
